account_id,client_id,account_type,balance
AKB101357,1358,Takaful Insurance Account,104221.37
AKB101358,1359,Savings,133422.47
AKB101359,1360,Student,11915.38
AKB101360,1361,Investment Account,145050.21
AKB101361,1362,Student,13508.06
AKB101362,1363,Investment Account,100942.09
AKB101363,1364,Student,27182.98
AKB101364,1365,Real Estate Financing,219495.79
AKB101365,1366,Student,14566.98
AKB101366,1367,Savings,141372.6
AKB101367,1368,Student,29302.76
AKB101368,1369,Student,32968.45
AKB101369,1370,Islamic Financing - Basic,111668.01
AKB101370,1371,Savings,118827.29
AKB101371,1372,Savings,139872.66
AKB101372,1373,Student,13140.41
AKB101373,1374,Islamic Financing - Advanced,254777.72
AKB101374,1375,Savings,123081.1
AKB101375,1376,Investment Account,91802.1
AKB101376,1377,Investment Account,109609.24
AKB101377,1378,Savings,134329.29
AKB101378,1379,Everyday Deposit,56729.31
AKB101379,1380,Student,14735.29
AKB101380,1381,Islamic Financing - Basic,100595.09
AKB101381,1382,Everyday Deposit,33831.9
AKB101382,1383,Takaful Insurance Account,244276.64
AKB101383,1384,Islamic Financing - Advanced,243572.43
AKB101384,1385,Takaful Insurance Account,146976.54
AKB101385,1386,Student,12548.71
AKB101386,1387,Islamic Financing - Basic,149264.9
AKB101387,1388,Savings,94158.72
AKB101388,1389,Islamic Financing - Basic,148422.14
AKB101389,1390,Student,38786.88
AKB101390,1391,Student,20102.85
AKB101391,1392,Everyday Deposit,68062.07
AKB101392,1393,Takaful Insurance Account,207204.42
AKB101393,1394,Student,23562.28
AKB101394,1395,Savings,73979.37
AKB101395,1396,Investment Account,231457.97
AKB101396,1397,Islamic Financing - Advanced,197655.38
AKB101397,1398,Everyday Deposit,22885.63
AKB101398,1399,Investment Account,277771.07
AKB101399,1400,Islamic Financing - Basic,189798.27
AKB101400,1401,Savings,96899.19
AKB101401,1402,Islamic Financing - Advanced,206692.24
AKB101402,1403,Takaful Insurance Account,112256.56
AKB101403,1404,Islamic Financing - Advanced,283947.13
AKB101404,1405,Savings,128828.38
AKB101405,1406,Savings,77409.67
AKB101406,1407,Investment Account,124301.0
AKB101407,1408,Real Estate Financing,205317.83
AKB101408,1409,Savings,103822.06
AKB101409,1410,Investment Account,193166.51
AKB101410,1411,Takaful Insurance Account,207017.08
AKB101411,1412,Islamic Financing - Basic,113038.64
AKB101412,1413,E-Banking,110689.41
AKB101413,1414,Islamic Financing - Basic,176454.92
AKB101414,1415,Agricultural Financing,195522.83
AKB101415,1416,Real Estate Financing,204843.76
AKB101416,1417,Real Estate Financing,96245.42
AKB101417,1418,Takaful Insurance Account,131641.54
AKB101418,1419,Everyday Deposit,88681.44
AKB101419,1420,Savings,94314.2
AKB101420,1421,Takaful Insurance Account,107801.33
AKB101421,1422,Everyday Deposit,67306.34
AKB101422,1423,E-Banking,47446.21
AKB101423,1424,Agricultural Financing,136598.27
AKB101424,1425,Islamic Financing - Basic,154600.09
AKB101425,1426,Savings,157094.9
AKB101426,1427,Savings,133945.59
AKB101427,1428,Takaful Insurance Account,136432.18
AKB101428,1429,Everyday Deposit,109498.39
AKB101429,1430,Savings,138511.16
AKB101430,1431,Everyday Deposit,51889.77
AKB101431,1432,Islamic Financing - Advanced,196383.17
AKB101432,1433,Everyday Deposit,36535.81
AKB101433,1434,Takaful Insurance Account,85892.16
AKB101434,1435,Student,13822.89
AKB101435,1436,Student,22483.97
AKB101436,1437,Takaful Insurance Account,142565.47
AKB101437,1438,Islamic Financing - Advanced,160992.06
AKB101438,1439,E-Banking,151408.28
AKB101439,1440,Everyday Deposit,88639.22
AKB101440,1441,Islamic Financing - Basic,172150.69
AKB101441,1442,Islamic Financing - Basic,120047.35
AKB101442,1443,Islamic Financing - Basic,132341.52
AKB101443,1444,Savings,80320.12
AKB101444,1445,Savings,115105.76
AKB101445,1446,Agricultural Financing,102460.25
AKB101446,1447,Takaful Insurance Account,107062.53
AKB101447,1448,Student,43895.53
AKB101448,1449,Student,59876.52
AKB101449,1450,Student,19600.86
AKB101450,1451,Savings,73913.21
AKB101451,1452,Takaful Insurance Account,173457.29
AKB101452,1453,Savings,58223.78
AKB101453,1454,Everyday Deposit,33812.3
AKB101454,1455,Islamic Financing - Advanced,185524.15
AKB101455,1456,Student,18309.57
AKB101456,1457,Savings,141274.13
AKB101457,1458,Student,23233.03
AKB101458,1459,Savings,89373.22
AKB101459,1460,Real Estate Financing,189114.96
AKB101460,1461,Student,44054.39
AKB101461,1462,Student,19129.67
AKB101462,1463,Everyday Deposit,113424.08
AKB101463,1464,Takaful Insurance Account,154498.9
AKB101464,1465,Everyday Deposit,38527.85
AKB101465,1466,Real Estate Financing,176774.85
AKB101466,1467,E-Banking,32674.76
AKB101467,1468,Everyday Deposit,44167.63
AKB101468,1469,Everyday Deposit,39308.26
AKB101469,1470,Real Estate Financing,229240.59
AKB101470,1471,Investment Account,183002.27
AKB101471,1472,Investment Account,165326.87
AKB101472,1473,Everyday Deposit,125209.99
AKB101473,1474,Savings,148957.47
AKB101474,1475,Islamic Financing - Basic,114053.44
AKB101475,1476,Investment Account,114765.39
AKB101476,1477,Student,22488.54
AKB101477,1478,Islamic Financing - Advanced,308367.86
AKB101478,1479,Savings,99495.08
AKB101479,1480,Investment Account,114061.25
AKB101480,1481,Savings,37015.44
AKB101481,1482,Real Estate Financing,277409.33
AKB101482,1483,Savings,81085.17
AKB101483,1484,Investment Account,145456.05
AKB101484,1485,Everyday Deposit,17375.64
AKB101485,1486,Takaful Insurance Account,133063.24
AKB101486,1487,Islamic Financing - Advanced,101791.7
AKB101487,1488,Student,29674.62
AKB101488,1489,Savings,117425.98
AKB101489,1490,Islamic Financing - Advanced,181934.03
AKB101490,1491,Savings,94109.61
AKB101491,1492,Takaful Insurance Account,173187.01
AKB101492,1493,Student,26755.47
AKB101493,1494,Student,20836.69
AKB101494,1495,Investment Account,207688.22
AKB101495,1496,Investment Account,98069.34
AKB101496,1497,Student,34701.29
AKB101497,1498,Everyday Deposit,60943.66
AKB101498,1499,Islamic Financing - Basic,198308.06
AKB101499,1500,Student,63406.19
AKB101500,1501,Savings,131234.45
AKB101501,1502,Takaful Insurance Account,129362.08
AKB101502,1503,Savings,133223.56
AKB101503,1504,Islamic Financing - Basic,147781.89
AKB101504,1505,Takaful Insurance Account,139979.57
AKB101505,1506,Savings,149225.88
AKB101506,1507,Investment Account,175709.12
AKB101507,1508,Takaful Insurance Account,112553.05
AKB101508,1509,Everyday Deposit,64697.56
AKB101509,1510,Everyday Deposit,35266.44
AKB101510,1511,Takaful Insurance Account,229635.51
AKB101511,1512,Everyday Deposit,14685.21
AKB101512,1513,Student,11328.87
AKB101513,1514,Student,11935.6
AKB101514,1515,Student,12689.76
AKB101515,1516,Real Estate Financing,261148.17
AKB101516,1517,Savings,105391.11
AKB101517,1518,Takaful Insurance Account,144108.69
AKB101518,1519,Takaful Insurance Account,163540.92
AKB101519,1520,Takaful Insurance Account,139968.32
AKB101520,1521,Savings,61419.3
AKB101521,1522,Savings,140786.52
AKB101522,1523,E-Banking,152601.76
AKB101523,1524,Student,36750.2
AKB101524,1525,Student,34671.76
AKB101525,1526,Takaful Insurance Account,82624.97
AKB101526,1527,Islamic Financing - Advanced,104917.34
AKB101527,1528,Islamic Financing - Advanced,125735.78
AKB101528,1529,Everyday Deposit,89956.44
AKB101529,1530,Islamic Financing - Basic,140768.6
AKB101530,1531,Takaful Insurance Account,255416.59
AKB101531,1532,Investment Account,157219.52
AKB101532,1533,E-Banking,28302.25
AKB101533,1534,Student,17058.44
AKB101534,1535,Investment Account,246472.15
AKB101535,1536,Student,12971.48
AKB101536,1537,Savings,79672.64
AKB101537,1538,Everyday Deposit,93820.23
AKB101538,1539,Islamic Financing - Basic,85148.78
AKB101539,1540,Investment Account,202259.07
AKB101540,1541,Savings,119576.43
AKB101541,1542,Everyday Deposit,93882.39
AKB101542,1543,Student,11537.77
AKB101543,1544,Investment Account,162427.11
AKB101544,1545,E-Banking,98561.01
AKB101545,1546,Investment Account,219844.92
AKB101546,1547,Takaful Insurance Account,87394.72
AKB101547,1548,Savings,189386.54
AKB101548,1549,Islamic Financing - Basic,131767.61
AKB101549,1550,Student,20976.08
AKB101550,1551,Savings,61454.66
AKB101551,1552,Student,20310.6
AKB101552,1553,Islamic Financing - Advanced,239161.73
AKB101553,1554,Takaful Insurance Account,94643.02
AKB101554,1555,Savings,63838.55
AKB101555,1556,Savings,71317.82
AKB101556,1557,E-Banking,41339.82
AKB101557,1558,Student,20516.92
AKB101558,1559,Student,14684.71
AKB101559,1560,Savings,115140.5
AKB101560,1561,Everyday Deposit,37576.21
AKB101561,1562,Everyday Deposit,101441.34
AKB101562,1563,Student,31701.93
AKB101563,1564,Savings,125310.56
AKB101564,1565,Investment Account,216581.28
AKB101565,1566,Savings,119868.74
AKB101566,1567,Investment Account,222434.51
AKB101567,1568,Everyday Deposit,125990.31
AKB101568,1569,Takaful Insurance Account,154071.83
AKB101569,1570,Islamic Financing - Basic,105311.75
AKB101570,1571,E-Banking,31407.17
AKB101571,1572,E-Banking,25284.67
AKB101572,1573,E-Banking,22724.99
AKB101573,1574,Islamic Financing - Basic,150419.7
AKB101574,1575,Takaful Insurance Account,163082.05
AKB101575,1576,Islamic Financing - Advanced,240628.01
AKB101576,1577,Islamic Financing - Basic,121151.78
AKB101577,1578,Islamic Financing - Basic,152973.72
AKB101578,1579,Student,26662.17
AKB101579,1580,Everyday Deposit,100332.55
AKB101580,1581,Takaful Insurance Account,259597.21
AKB101581,1582,Student,22030.28
AKB101582,1583,Student,26685.59
AKB101583,1584,Takaful Insurance Account,252108.56
AKB101584,1585,Real Estate Financing,162097.46
AKB101585,1586,Student,17729.9
AKB101586,1587,Investment Account,247972.0
AKB101587,1588,Takaful Insurance Account,203758.28
AKB101588,1589,Takaful Insurance Account,172098.86
AKB101589,1590,Islamic Financing - Basic,133848.3
AKB101590,1591,Investment Account,290297.85
AKB101591,1592,E-Banking,63880.2
AKB101592,1593,Takaful Insurance Account,98036.51
AKB101593,1594,Islamic Financing - Advanced,155993.38
AKB101594,1595,E-Banking,42181.08
AKB101595,1596,Savings,101576.9
AKB101596,1597,Islamic Financing - Basic,74734.65
AKB101597,1598,Investment Account,217201.83
AKB101598,1599,Takaful Insurance Account,213497.06
AKB101599,1600,Student,20945.06
AKB101600,1601,Student,12512.17
AKB101601,1602,Real Estate Financing,130458.46
AKB101602,1603,Takaful Insurance Account,177046.58
AKB101603,1604,Student,27166.38
AKB101604,1605,Islamic Financing - Basic,102412.36
AKB101605,1606,Islamic Financing - Basic,80419.88
AKB101606,1607,Everyday Deposit,161875.01
AKB101607,1608,Savings,147629.19
AKB101608,1609,Everyday Deposit,72772.68
AKB101609,1610,Savings,71010.4
AKB101610,1611,Agricultural Financing,140736.97
AKB101611,1612,Islamic Financing - Basic,99472.48
AKB101612,1613,Everyday Deposit,43118.66
AKB101613,1614,Real Estate Financing,163491.88
AKB101614,1615,E-Banking,133426.67
AKB101615,1616,Everyday Deposit,117919.26
AKB101616,1617,E-Banking,67391.03
AKB101617,1618,Everyday Deposit,53782.78
AKB101618,1619,Takaful Insurance Account,166389.7
AKB101619,1620,Savings,72071.0
AKB101620,1621,Student,18390.89
AKB101621,1622,Investment Account,285491.2
AKB101622,1623,Savings,124460.77
AKB101623,1624,Savings,98838.66
AKB101624,1625,Savings,53778.9
AKB101625,1626,Everyday Deposit,103993.81
AKB101626,1627,Student,13967.22
AKB101627,1628,Real Estate Financing,221067.66
AKB101628,1629,Everyday Deposit,67570.88
AKB101629,1630,Student,20659.79
AKB101630,1631,Savings,98769.36
AKB101631,1632,Takaful Insurance Account,95383.36
AKB101632,1633,Everyday Deposit,114423.19
AKB101633,1634,Savings,96959.61
AKB101634,1635,Islamic Financing - Advanced,162856.87
AKB101635,1636,Savings,124304.06
AKB101636,1637,E-Banking,113626.48
AKB101637,1638,Islamic Financing - Advanced,300648.13
AKB101638,1639,Real Estate Financing,177472.81
AKB101639,1640,Takaful Insurance Account,324772.74
AKB101640,1641,Savings,123260.59
AKB101641,1642,Investment Account,118667.78
AKB101642,1643,Takaful Insurance Account,190921.41
AKB101643,1644,Takaful Insurance Account,131952.9
AKB101644,1645,Savings,109131.27
AKB101645,1646,Takaful Insurance Account,130183.54
AKB101646,1647,Takaful Insurance Account,129517.37
AKB101647,1648,E-Banking,32963.38
AKB101648,1649,Savings,84335.25
AKB101649,1650,Student,20881.14
AKB101650,1651,Student,25253.87
AKB101651,1652,Everyday Deposit,30361.54
AKB101652,1653,Student,48739.28
AKB101653,1654,Savings,59224.33
AKB101654,1655,Islamic Financing - Advanced,186122.25
AKB101655,1656,Real Estate Financing,141320.43
AKB101656,1657,Everyday Deposit,54903.83
AKB101657,1658,Real Estate Financing,175574.04
AKB101658,1659,Real Estate Financing,141624.47
AKB101659,1660,Islamic Financing - Advanced,101555.61
AKB101660,1661,Takaful Insurance Account,99613.31
AKB101661,1662,Everyday Deposit,110945.5
AKB101662,1663,Savings,121456.63
AKB101663,1664,Takaful Insurance Account,176436.94
AKB101664,1665,Savings,70829.3
AKB101665,1666,Student,27553.61
AKB101666,1667,Islamic Financing - Advanced,216259.0
AKB101667,1668,Islamic Financing - Basic,110773.32
AKB101668,1669,Savings,85994.57
AKB101669,1670,Everyday Deposit,56978.22
AKB101670,1671,Takaful Insurance Account,148082.22
AKB101671,1672,Everyday Deposit,99698.77
AKB101672,1673,Savings,80226.21
AKB101673,1674,Islamic Financing - Basic,82541.88
AKB101674,1675,Islamic Financing - Basic,140668.16
AKB101675,1676,Takaful Insurance Account,162945.38
AKB101676,1677,Student,21847.25
AKB101677,1678,Real Estate Financing,212228.6
AKB101678,1679,Student,21860.54
AKB101679,1680,Agricultural Financing,190745.0
AKB101680,1681,Everyday Deposit,96259.0
AKB101681,1682,Student,14827.59
AKB101682,1683,E-Banking,57271.03
AKB101683,1684,Student,15452.6
AKB101684,1685,Everyday Deposit,18471.2
AKB101685,1686,Savings,153192.13
AKB101686,1687,Islamic Financing - Advanced,174286.08
AKB101687,1688,Student,17666.25
AKB101688,1689,Savings,68148.89
AKB101689,1690,E-Banking,157812.58
AKB101690,1691,Real Estate Financing,182375.25
AKB101691,1692,Investment Account,123668.54
AKB101692,1693,Student,12168.0
AKB101693,1694,Takaful Insurance Account,170116.07
AKB101694,1695,Takaful Insurance Account,115500.12
AKB101695,1696,Investment Account,300798.84
AKB101696,1697,Takaful Insurance Account,164272.96
AKB101697,1698,Takaful Insurance Account,246455.33
AKB101698,1699,Savings,87060.7
AKB101699,1700,Takaful Insurance Account,129042.79
AKB101700,1701,Savings,77910.1
AKB101701,1702,Takaful Insurance Account,185524.88
AKB101702,1703,Everyday Deposit,63047.3
AKB101703,1704,Everyday Deposit,9736.46
AKB101704,1705,Savings,205158.34
AKB101705,1706,Takaful Insurance Account,185319.57
AKB101706,1707,Savings,94119.65
AKB101707,1708,E-Banking,96939.94
AKB101708,1709,Islamic Financing - Basic,78904.06
AKB101709,1710,Islamic Financing - Basic,240671.99
AKB101710,1711,Islamic Financing - Advanced,241887.53
AKB101711,1712,Real Estate Financing,149866.14
AKB101712,1713,Real Estate Financing,169734.99
AKB101713,1714,Real Estate Financing,122344.04
AKB101714,1715,Savings,123643.21
AKB101715,1716,Everyday Deposit,41167.24
AKB101716,1717,Investment Account,300613.38
AKB101717,1718,Agricultural Financing,198421.16
AKB101718,1719,Savings,107620.73
AKB101719,1720,Takaful Insurance Account,131759.62
AKB101720,1721,Takaful Insurance Account,130392.33
AKB101721,1722,Islamic Financing - Basic,62026.01
AKB101722,1723,Savings,122868.26
AKB101723,1724,Student,15374.03
AKB101724,1725,Savings,139546.15
AKB101725,1726,Real Estate Financing,155902.26
AKB101726,1727,Islamic Financing - Basic,77829.01
AKB101727,1728,Everyday Deposit,58749.89
AKB101728,1729,Student,13386.45
AKB101729,1730,Savings,85256.46
AKB101730,1731,Student,24769.5
AKB101731,1732,Savings,92491.32
AKB101732,1733,Takaful Insurance Account,146639.22
AKB101733,1734,Student,53542.85
AKB101734,1735,Student,26330.7
AKB101735,1736,Savings,106231.55
AKB101736,1737,Savings,144695.81
AKB101737,1738,Student,15953.96
AKB101738,1739,E-Banking,126672.74
AKB101739,1740,Takaful Insurance Account,87349.57
AKB101740,1741,Everyday Deposit,59991.4
AKB101741,1742,Takaful Insurance Account,326795.02
AKB101742,1743,Savings,72374.3
AKB101743,1744,Real Estate Financing,158000.94
AKB101744,1745,Real Estate Financing,162534.09
AKB101745,1746,Student,19592.93
AKB101746,1747,Savings,91308.84
AKB101747,1748,E-Banking,140602.07
AKB101748,1749,Islamic Financing - Basic,133760.55
AKB101749,1750,Takaful Insurance Account,237305.18
AKB101750,1751,Savings,151339.72
AKB101751,1752,E-Banking,112349.56
AKB101752,1753,Savings,49229.04
AKB101753,1754,Savings,71309.29
AKB101754,1755,Real Estate Financing,286122.76
AKB101755,1756,Savings,136438.2
AKB101756,1757,Student,34299.4
AKB101757,1758,Student,23844.23
AKB101758,1759,E-Banking,62417.82
AKB101759,1760,Savings,121831.45
AKB101760,1761,Savings,90133.24
AKB101761,1762,Islamic Financing - Basic,63863.84
AKB101762,1763,Savings,75691.38
AKB101763,1764,Agricultural Financing,141424.0
AKB101764,1765,Everyday Deposit,87891.05
AKB101765,1766,Takaful Insurance Account,234716.5
AKB101766,1767,Student,20551.64
AKB101767,1768,Savings,40514.73
AKB101768,1769,Islamic Financing - Advanced,214110.59
AKB101769,1770,Student,23199.11
AKB101770,1771,E-Banking,36772.12
AKB101771,1772,Investment Account,175346.82
AKB101772,1773,Real Estate Financing,259614.94
AKB101773,1774,Islamic Financing - Basic,174778.69
AKB101774,1775,Everyday Deposit,89756.88
AKB101775,1776,Student,24823.26
AKB101776,1777,Everyday Deposit,98221.83
AKB101777,1778,Investment Account,227119.33
AKB101778,1779,Student,20407.54
AKB101779,1780,Student,48987.8
AKB101780,1781,Islamic Financing - Basic,74874.15
AKB101781,1782,Student,21350.11
AKB101782,1783,Takaful Insurance Account,76447.09
AKB101783,1784,Islamic Financing - Basic,86900.58
AKB101784,1785,Everyday Deposit,22531.07
AKB101785,1786,Takaful Insurance Account,193316.22
AKB101786,1787,Agricultural Financing,94297.54
AKB101787,1788,Takaful Insurance Account,172146.02
AKB101788,1789,E-Banking,88565.76
AKB101789,1790,E-Banking,78690.25
AKB101790,1791,E-Banking,173136.18
AKB101791,1792,Islamic Financing - Advanced,236431.02
AKB101792,1793,Investment Account,176954.91
AKB101793,1794,Everyday Deposit,25087.71
AKB101794,1795,Student,21991.07
AKB101795,1796,Takaful Insurance Account,167928.01
AKB101796,1797,Savings,88998.44
AKB101797,1798,Real Estate Financing,325992.5
AKB101798,1799,Takaful Insurance Account,245595.56
AKB101799,1800,Islamic Financing - Basic,169224.07
AKB101800,1801,Real Estate Financing,272315.56
AKB101801,1802,Investment Account,173583.35
AKB101802,1803,E-Banking,25419.54
AKB101803,1804,Savings,59221.67
AKB101804,1805,Everyday Deposit,58665.67
AKB101805,1806,E-Banking,30618.74
AKB101806,1807,Takaful Insurance Account,174613.76
AKB101807,1808,Investment Account,221397.7
AKB101808,1809,Takaful Insurance Account,241919.73
AKB101809,1810,Savings,153841.15
AKB101810,1811,Student,61529.09
AKB101811,1812,Student,33211.36
AKB101812,1813,Takaful Insurance Account,168256.77
AKB101813,1814,Student,9282.68
AKB101814,1815,Savings,92445.4
AKB101815,1816,Everyday Deposit,57189.3
AKB101816,1817,Islamic Financing - Advanced,164013.13
AKB101817,1818,Takaful Insurance Account,221885.4
AKB101818,1819,Everyday Deposit,39738.0
AKB101819,1820,Student,31788.1
AKB101820,1821,Savings,66056.1
AKB101821,1822,Everyday Deposit,21081.01
AKB101822,1823,Agricultural Financing,110387.14
AKB101823,1824,Everyday Deposit,174264.1
AKB101824,1825,Savings,97697.18
AKB101825,1826,E-Banking,124895.53
AKB101826,1827,Savings,110083.67
AKB101827,1828,Real Estate Financing,147263.72
AKB101828,1829,Islamic Financing - Advanced,265872.27
AKB101829,1830,Agricultural Financing,196991.8
AKB101830,1831,Islamic Financing - Advanced,110961.09
AKB101831,1832,Investment Account,245748.2
AKB101832,1833,Student,15639.16
AKB101833,1834,Everyday Deposit,43576.97
AKB101834,1835,Investment Account,214155.95
AKB101835,1836,Everyday Deposit,56419.07
AKB101836,1837,E-Banking,70948.88
AKB101837,1838,Islamic Financing - Basic,80189.78
AKB101838,1839,Islamic Financing - Basic,55349.18
AKB101839,1840,E-Banking,55976.79
AKB101840,1841,Investment Account,149098.34
AKB101841,1842,Takaful Insurance Account,133847.34
AKB101842,1843,Investment Account,158206.56
AKB101843,1844,Agricultural Financing,158695.29
AKB101844,1845,Savings,135742.59
AKB101845,1846,Everyday Deposit,23691.84
AKB101846,1847,Everyday Deposit,103535.83
AKB101847,1848,Islamic Financing - Advanced,182537.44
AKB101848,1849,Student,34496.52
AKB101849,1850,Real Estate Financing,267382.79
AKB101850,1851,Everyday Deposit,102146.04
AKB101851,1852,Student,79279.75
AKB101852,1853,E-Banking,32925.98
AKB101853,1854,Takaful Insurance Account,251556.88
AKB101854,1855,Everyday Deposit,24159.71
AKB101855,1856,Everyday Deposit,108582.8
AKB101856,1857,Savings,118234.45
AKB101857,1858,Takaful Insurance Account,300759.73
AKB101858,1859,Islamic Financing - Basic,126870.52
AKB101859,1860,Investment Account,268137.01
AKB101860,1861,Everyday Deposit,57758.87
AKB101861,1862,Everyday Deposit,19196.07
AKB101862,1863,E-Banking,22254.61
AKB101863,1864,E-Banking,37095.01
AKB101864,1865,Takaful Insurance Account,153590.6
AKB101865,1866,E-Banking,32646.76
AKB101866,1867,Student,68452.94
AKB101867,1868,Islamic Financing - Basic,69381.38
AKB101868,1869,Agricultural Financing,64995.65
AKB101869,1870,Savings,92265.86
AKB101870,1871,Investment Account,230828.3
AKB101871,1872,Everyday Deposit,49909.87
AKB101872,1873,Real Estate Financing,187472.2
AKB101873,1874,Takaful Insurance Account,128646.73
AKB101874,1875,Everyday Deposit,105213.96
AKB101875,1876,Savings,102065.8
AKB101876,1877,Savings,128687.78
AKB101877,1878,Takaful Insurance Account,197686.16
AKB101878,1879,Savings,81720.17
AKB101879,1880,Student,65337.6
AKB101880,1881,Savings,221441.98
AKB101881,1882,Investment Account,228330.97
AKB101882,1883,Everyday Deposit,38395.53
AKB101883,1884,Everyday Deposit,52116.01
AKB101884,1885,E-Banking,100356.18
AKB101885,1886,Savings,133105.72
AKB101886,1887,Savings,86988.02
AKB101887,1888,Islamic Financing - Basic,77785.02
AKB101888,1889,Agricultural Financing,131602.67
AKB101889,1890,Student,34518.93
AKB101890,1891,Everyday Deposit,37466.72
AKB101891,1892,Investment Account,190928.28
AKB101892,1893,Savings,70768.13
AKB101893,1894,Student,19011.56
AKB101894,1895,Investment Account,91486.31
AKB101895,1896,Savings,118578.07
AKB101896,1897,E-Banking,35047.16
AKB101897,1898,Takaful Insurance Account,165125.78
AKB101898,1899,Student,9294.24
AKB101899,1900,Investment Account,278038.57
AKB101900,1901,Savings,123491.19
AKB101901,1902,Savings,182460.02
AKB101902,1903,Everyday Deposit,85528.28
AKB101903,1904,Real Estate Financing,212694.94
AKB101904,1905,Investment Account,245697.48
AKB101905,1906,Investment Account,191915.39
AKB101906,1907,Investment Account,168739.71
AKB101907,1908,Savings,122945.06
AKB101908,1909,Investment Account,204473.34
AKB101909,1910,Islamic Financing - Basic,197501.88
AKB101910,1911,Islamic Financing - Basic,70172.88
AKB101911,1912,E-Banking,67273.3
AKB101912,1913,Real Estate Financing,186671.56
AKB101913,1914,Student,40251.89
AKB101914,1915,Islamic Financing - Advanced,221247.69
AKB101915,1916,Savings,108201.37
AKB101916,1917,Takaful Insurance Account,177993.27
AKB101917,1918,Savings,81042.44
AKB101918,1919,Savings,69328.84
AKB101919,1920,Takaful Insurance Account,123036.5
AKB101920,1921,Takaful Insurance Account,187148.58
AKB101921,1922,Takaful Insurance Account,85486.25
AKB101922,1923,Islamic Financing - Basic,182927.37
AKB101923,1924,Savings,78696.64
AKB101924,1925,Savings,122758.16
AKB101925,1926,Islamic Financing - Basic,67425.23
AKB101926,1927,Savings,146694.98
AKB101927,1928,Savings,75913.7
AKB101928,1929,Savings,116187.87
AKB101929,1930,Investment Account,255766.01
AKB101930,1931,Islamic Financing - Basic,263244.65
AKB101931,1932,Islamic Financing - Basic,119312.87
AKB101932,1933,Investment Account,225653.3
AKB101933,1934,Takaful Insurance Account,258299.93
AKB101934,1935,Real Estate Financing,168176.25
AKB101935,1936,Savings,148335.48
AKB101936,1937,Student,12818.19
AKB101937,1938,E-Banking,33152.58
AKB101938,1939,Islamic Financing - Advanced,145728.53
AKB101939,1940,Investment Account,220685.46
AKB101940,1941,E-Banking,75974.43
AKB101941,1942,Investment Account,195264.5
AKB101942,1943,Savings,66179.52
AKB101943,1944,Savings,119491.97
AKB101944,1945,Savings,140829.88
AKB101945,1946,Savings,114445.42
AKB101946,1947,Savings,103259.2
AKB101947,1948,E-Banking,83512.67
AKB101948,1949,Investment Account,146331.4
AKB101949,1950,Savings,88382.68
AKB101950,1951,Islamic Financing - Advanced,192322.63
AKB101951,1952,Savings,102494.39
AKB101952,1953,Takaful Insurance Account,111957.52
AKB101953,1954,Islamic Financing - Advanced,139759.94
AKB101954,1955,Islamic Financing - Advanced,147435.55
AKB101955,1956,Real Estate Financing,141407.86
AKB101956,1957,Islamic Financing - Basic,103934.45
AKB101957,1958,Savings,51246.49
AKB101958,1959,Student,23271.04
AKB101959,1960,Everyday Deposit,77899.19
AKB101960,1961,Everyday Deposit,144843.68
AKB101961,1962,Real Estate Financing,113065.71
AKB101962,1963,E-Banking,61014.97
AKB101963,1964,E-Banking,134449.89
AKB101964,1965,E-Banking,88863.71
AKB101965,1966,Savings,185065.48
AKB101966,1967,E-Banking,102688.37
AKB101967,1968,Student,30265.65
AKB101968,1969,E-Banking,54515.41
AKB101969,1970,Savings,89705.28
AKB101970,1971,Takaful Insurance Account,119524.01
AKB101971,1972,Takaful Insurance Account,183648.37
AKB101972,1973,Savings,183905.47
AKB101973,1974,Everyday Deposit,61783.45
AKB101974,1975,Islamic Financing - Advanced,144637.72
AKB101975,1976,Takaful Insurance Account,99505.99
AKB101976,1977,Everyday Deposit,99198.8
AKB101977,1978,Everyday Deposit,40961.75
AKB101978,1979,Real Estate Financing,244273.14
AKB101979,1980,Real Estate Financing,175987.74
AKB101980,1981,Everyday Deposit,79758.93
AKB101981,1982,Investment Account,164260.74
AKB101982,1983,Savings,67202.71
AKB101983,1984,Islamic Financing - Advanced,148902.08
AKB101984,1985,Islamic Financing - Basic,82813.25
AKB101985,1986,Real Estate Financing,234687.44
AKB101986,1987,Savings,121938.65
AKB101987,1988,Student,15674.96
AKB101988,1989,E-Banking,64692.96
AKB101989,1990,Student,27141.44
AKB101990,1991,Everyday Deposit,96985.01
AKB101991,1992,Savings,170331.87
AKB101992,1993,Islamic Financing - Basic,102216.19
AKB101993,1994,Takaful Insurance Account,200564.91
AKB101994,1995,Islamic Financing - Basic,96189.1
AKB101995,1996,Everyday Deposit,14302.97
AKB101996,1997,Takaful Insurance Account,183332.52
AKB101997,1998,E-Banking,154544.01
AKB101998,1999,Takaful Insurance Account,189217.57
AKB101999,2000,Savings,101020.88
AKB102000,2001,Savings,66499.35
AKB102001,2002,Savings,65176.75
AKB102002,2003,Investment Account,271614.39
AKB102003,2004,Real Estate Financing,205254.52
AKB102004,2005,Islamic Financing - Basic,137922.34
AKB102005,2006,Takaful Insurance Account,105350.15
AKB102006,2007,Investment Account,258051.29
AKB102007,2008,Real Estate Financing,97507.92
AKB102008,2009,Student,27042.8
AKB102009,2010,Savings,143199.67
AKB102010,2011,Student,12241.91
